,Station ID,EQ Datetime,EQ Id,EQ Longitude,EQ Latitude,EQ Depth,EQ Distance,EQ Magnitude,EQ Es
612,965,2014-10-07 18:08:09.839900,1654338,121.6326,23.6209,30.1,73.876921,4.9,8.346283
613,965,2015-01-07 04:48:32.939800,1428827,121.7293,24.2575,34.7536,95.90616,5.04,8.342724
614,965,2015-01-07 04:48:32.939800,1428826,121.7293,24.2575,34.8,95.90616,5.0,8.28259
615,965,2014-05-25 12:41:13.720000,2000220,121.2549,23.0396,15.6,90.205269,4.9,8.226738
616,965,2014-10-07 18:08:09.839900,1654339,121.6326,23.6209,30.1118,73.876921,4.82,8.226234
617,965,2014-05-25 12:41:12.789900,2000219,121.2963,23.0468,10.0,91.09898,4.9,8.225771
618,965,2014-07-14 01:39:43.509900,1866405,121.0842,23.9028,20.35,19.561026,4.2,8.198675
619,965,2014-05-25 12:41:13.720000,2000221,121.2549,23.0396,15.6057,90.205269,4.88,8.196729
620,965,2014-07-14 01:39:43.450000,1866403,121.076,23.934,20.5,21.279119,4.2,8.15896
621,965,2014-10-07 18:08:09.429800,1654337,121.6137,23.6088,30.1,72.397728,4.7,8.061306
622,965,2014-06-14 22:22:42.700000,1944141,121.5875,23.6782,5.78,67.942832,4.5,7.882581
623,965,2015-01-01 17:10:44.700000,1443617,121.5,23.69,13.7,58.948579,4.4,7.836208
624,965,2014-10-23 00:53:41.299900,1614948,120.74,23.68,28.7,23.37375,4.1,7.813272
625,965,2014-11-01 05:44:48.569900,1594968,121.4112,23.6832,16.15,50.303339,4.3,7.804202
626,965,2014-11-01 05:44:48.599900,1594969,121.4344,23.6763,15.2,52.782664,4.3,7.770418
627,965,2014-09-20 21:14:03.589900,1696124,121.5972,23.59,30.9,71.433146,4.5,7.767706
628,965,2014-09-20 21:14:03.589900,1696125,121.5972,23.59,30.8993,71.433146,4.47,7.722709
629,965,2014-09-17 11:41:56.819900,1702100,121.2419,24.2281,10.0,57.52672,4.3,7.717332
630,965,2014-06-14 22:22:42.700000,1944140,121.6145,23.7201,2.3,69.925734,4.4,7.710256
631,965,2014-07-14 01:39:43.500000,1866404,121.0876,23.9378,18.2281,22.403348,3.86,7.668744
632,965,2014-08-02 16:41:19.269900,1820863,121.6319,23.7482,29.885,71.38163,4.36,7.562686
